Indicator Name,Year,Value
"Foreign direct investment, net outflows (BoP, current US$)",2009,8504080.0
Forest area (% of land area),2009,35.1927958193356
Forest area (sq. km),2009,37712.6
Forest rents (% of GDP),2009,0.767591429206855
Fossil fuel energy consumption (% of total),2009,39.0493028294798
Fuel exports (% of merchandise exports),2009,4.05012640218242
Fuel imports (% of merchandise imports),2009,19.2799214177009
GDP (constant 2015 US$),2009,49984820144.5551
GDP (constant LCU),2009,363864552000.0
GDP (current LCU),2009,303007101000.0
GDP (current US$),2009,37126148264.6383
GDP deflator (base year varies by country),2009,83.2746964040619
GDP deflator: linked series (base year varies by country),2009,83.2746964040619
GDP growth (annual %),2009,0.476898106596394
GDP per capita (constant 2015 US$),2009,3570.29584202465
GDP per capita (constant LCU),2009,25989.9724218028
GDP per capita (current LCU),2009,21643.0706297557
GDP per capita (current US$),2009,2651.83174404335
GDP per capita growth (annual %),2009,-1.39547065582242
"GDP per capita, PPP (constant 2017 international $)",2009,7262.50010896451
"GDP per capita, PPP (current international $)",2009,6474.79693497431
GDP per person employed (constant 2017 PPP $),2009,20474.9481866549
GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),2009,10.8590605895334
GDP per unit of energy use (PPP $ per kg of oil equivalent),2009,9.68126831902189
"GDP, PPP (constant 2017 international $)",2009,101676381400.524
"GDP, PPP (current international $)",2009,90648387301.058
GDP: linked series (current LCU),2009,303007101000.0
General government final consumption expenditure (% of GDP),2009,10.3456302167651
General government final consumption expenditure (annual % growth),2009,14.3336995803643
General government final consumption expenditure (constant 2015 US$),2009,5251536715.31104
General government final consumption expenditure (constant LCU),2009,37448375300.0
General government final consumption expenditure (current LCU),2009,31347994200.0
General government final consumption expenditure (current US$),2009,3840934013.18744
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),2009,-1.0
Gini index,2009,-1.0
GNI (constant 2015 US$),2009,49028994307.1768
GNI (constant LCU),2009,356771301700.445
GNI (current LCU),2009,297054878300.0
GNI (current US$),2009,36396848186.4057
GNI growth (annual %),2009,0.112663025914131
GNI per capita (constant 2015 US$),2009,3502.02349447949
GNI per capita (constant LCU),2009,25483.318562137
GNI per capita (current LCU),2009,21217.9176354035
GNI per capita growth (annual %),2009,-1.75291828187481
"GNI per capita, Atlas method (current US$)",2009,2650.0
"GNI per capita, PPP (constant 2017 international $)",2009,7124.61824341891
"GNI per capita, PPP (current international $)",2009,6350.0
"GNI, Atlas method (current US$)",2009,37151611198.6451
"GNI, PPP (constant 2017 international $)",2009,99746009085.331
"GNI, PPP (current international $)",2009,88867704977.67
GNI: linked series (current LCU),2009,297054878300.0
Goods and services expense (% of expense),2009,14.9249763674926
Goods and services expense (current LCU),2009,5707984548.13001
"Goods exports (BoP, current US$)",2009,6181335510.0
"Goods imports (BoP, current US$)",2009,10046702870.0
Government Effectiveness: Estimate,2009,-0.709745109081268
Government Effectiveness: Number of Sources,2009,9.0
Government Effectiveness: Percentile Rank,2009,27.7511959075928
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",2009,13.8755979537964
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",2009,43.0622024536133
Government Effectiveness: Standard Error,2009,0.208408653736115
"Government expenditure on education, total (% of GDP)",2009,-1.0
"Government expenditure on education, total (% of government expenditure)",2009,-1.0
"Government expenditure per student, primary (% of GDP per capita)",2009,-1.0
"Government expenditure per student, secondary (% of GDP per capita)",2009,-1.0
"Government expenditure per student, tertiary (% of GDP per capita)",2009,-1.0
Grants and other revenue (% of revenue),2009,3.5799475079858
Grants and other revenue (current LCU),2009,1216040332.36
"Grants, excluding technical cooperation (BoP, current US$)",2009,270200000.0
Gross capital formation (% of GDP),2009,13.2666014648944
Gross capital formation (annual % growth),2009,-17.7947668134566
Gross capital formation (constant 2015 US$),2009,7315662526.81311
Gross capital formation (constant LCU),2009,52369646700.0
Gross capital formation (current LCU),2009,40198744500.0
Gross capital formation (current US$),2009,4925378129.53536
Gross domestic income (constant LCU),2009,369532554679.751
Gross domestic savings (% of GDP),2009,2.32479749707252
Gross domestic savings (current LCU),2009,7044301500.0
Gross domestic savings (current US$),2009,863107765.615744
Gross fixed capital formation (% of GDP),2009,15.377603213332
Gross fixed capital formation (annual % growth),2009,-13.1286184246477
Gross fixed capital formation (constant 2015 US$),2009,7967641422.42595
Gross fixed capital formation (constant LCU),2009,56968697300.0
Gross fixed capital formation (current LCU),2009,46595229700.0
Gross fixed capital formation (current US$),2009,5709111768.5294
"Gross fixed capital formation, private sector (% of GDP)",2009,11.5456018306317
"Gross fixed capital formation, private sector (current LCU)",2009,34983993400.0
"Gross intake ratio in first grade of primary education, female (% of relevant age group)",2009,133.86761
"Gross intake ratio in first grade of primary education, male (% of relevant age group)",2009,132.541
"Gross intake ratio in first grade of primary education, total (% of relevant age group)",2009,133.19041
Gross national expenditure (% of GDP),2009,110.941803967822
Gross national expenditure (constant 2015 US$),2009,54193551500.9613
Gross national expenditure (constant LCU),2009,400602950000.0
Gross national expenditure (current LCU),2009,336161544000.0
Gross national expenditure (current US$),2009,41188418628.5579
Gross national expenditure deflator (base year varies by country),2009,83.913896290579
Gross savings (% of GDP),2009,12.7991414663101
Gross savings (% of GNI),2009,13.0556036419602
Gross savings (current LCU),2009,38782307509.9552
Gross savings (current US$),2009,4751828237.3831
Gross value added at basic prices (GVA) (constant 2015 US$),2009,47222860138.6223
Gross value added at basic prices (GVA) (constant LCU),2009,343398667200.0
Gross value added at basic prices (GVA) (current LCU),2009,297892008700.0
Gross value added at basic prices (GVA) (current US$),2009,36499418150.0952
HFC gas emissions (thousand metric tons of CO2 equivalent),2009,-1.0
High-technology exports (% of manufactured exports),2009,4.81668302494517
High-technology exports (current US$),2009,149657665.0
"Hospital beds (per 1,000 people)",2009,0.6
Households and NPISHs final consumption expenditure (% of GDP),2009,87.3295722861624
Households and NPISHs Final consumption expenditure (annual % growth),2009,-0.295332005195306
Households and NPISHs Final consumption expenditure (constant 2015 US$),2009,41598988067.4003
Households and NPISHs Final consumption expenditure (constant LCU),2009,310660020000.0
Households and NPISHs Final consumption expenditure (current LCU),2009,264614805300.0
Households and NPISHs Final consumption expenditure (current US$),2009,32422106485.8351
Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),2009,2971.3159655262
Households and NPISHs Final consumption expenditure per capita growth (annual %),2009,-2.15331039961941
"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",2009,74944683058.2778
"Households and NPISHs Final consumption expenditure, PPP (current international $)",2009,71525595076.2701
Households and NPISHs final consumption expenditure: linked series (current LCU),2009,264614805300.0
Human capital index (HCI) (scale 0-1),2009,-1.0
"Human capital index (HCI), female (scale 0-1)",2009,-1.0
"Human capital index (HCI), female, lower bound (scale 0-1)",2009,-1.0
"Human capital index (HCI), female, upper bound (scale 0-1)",2009,-1.0
"Human capital index (HCI), lower bound (scale 0-1)",2009,-1.0
"Human capital index (HCI), male (scale 0-1)",2009,-1.0
"Human capital index (HCI), male, lower bound (scale 0-1)",2009,-1.0
"Human capital index (HCI), male, upper bound (scale 0-1)",2009,-1.0
"Human capital index (HCI), upper bound (scale 0-1)",2009,-1.0
"IBRD loans and IDA credits (DOD, current US$)",2009,1112114000.0
ICT goods exports (% of total goods exports),2009,0.5071163762
ICT goods imports (% total goods imports),2009,5.8085993365
"ICT service exports (% of service exports, BoP)",2009,17.9877125263167
"ICT service exports (BoP, current US$)",2009,404108460.0
IDA resource allocation index (1=low to 6=high),2009,-1.0
"IFC, private nonguaranteed (NFL, US$)",2009,28458628.66
"IMF repurchases and charges (TDS, current US$)",2009,724422.1
"Immunization, DPT (% of children ages 12-23 months)",2009,92.0
"Immunization, HepB3 (% of one-year-old children)",2009,92.0
"Immunization, measles (% of children ages 12-23 months)",2009,92.0
Import unit value index (2015 = 100),2009,91.8719359139
Import value index (2015 = 100),2009,65.3711359445
Import volume index (2015 = 100),2009,71.1546298855
Imports of goods and services (% of GDP),2009,33.6728604918074
Imports of goods and services (annual % growth),2009,-7.80136934768663
"Imports of goods and services (BoP, current US$)",2009,12244408080.0
Imports of goods and services (constant 2015 US$),2009,13833833449.8022
Imports of goods and services (constant LCU),2009,114505445700.0
Imports of goods and services (current LCU),2009,102031158400.0
Imports of goods and services (current US$),2009,12501436111.1332
"Imports of goods, services and primary income (BoP, current US$)",2009,13378670930.0
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",2009,0.08
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",2009,0.09
"Incidence of HIV, all (per 1,000 uninfected population)",2009,0.09
"Incidence of malaria (per 1,000 population at risk)",2009,0.769644228355719
"Incidence of tuberculosis (per 100,000 people)",2009,25.0
Income share held by fourth 20%,2009,-1.0
Income share held by highest 10%,2009,-1.0
Income share held by highest 20%,2009,-1.0
Income share held by lowest 10%,2009,-1.0
Income share held by lowest 20%,2009,-1.0
Income share held by second 20%,2009,-1.0
Income share held by third 20%,2009,-1.0
Individuals using the Internet (% of population),2009,9.3
"Industrial design applications, nonresident, by count",2009,-1.0
"Industrial design applications, resident, by count",2009,-1.0
"Industry (including construction), value added (% of GDP)",2009,27.5259745150329
"Industry (including construction), value added (annual % growth)",2009,-2.84502542725434
"Industry (including construction), value added (constant 2015 US$)",2009,11697107267.5825
"Industry (including construction), value added (constant LCU)",2009,87215633900.0
"Industry (including construction), value added (current LCU)",2009,83405657400.0
"Industry (including construction), value added (current US$)",2009,10219334109.7377
"Industry (including construction), value added per worker (constant 2015 US$)",2009,10528.6341567074
"Inflation, consumer prices (annual %)",2009,1.85910254733024
"Inflation, GDP deflator (annual %)",2009,3.60017527305328
"Inflation, GDP deflator: linked series (annual %)",2009,3.60017527305328
Informal payments to public officials (% of firms),2009,-1.0
Insurance and financial services (% of commercial service exports),2009,2.35256757002514
Insurance and financial services (% of commercial service imports),2009,10.2438933076355
"Insurance and financial services (% of service exports, BoP)",2009,2.23703436235495
"Insurance and financial services (% of service imports, BoP)",2009,9.96510764971977
"Intentional homicides (per 100,000 people)",2009,45.5699046755858
"Intentional homicides, female (per 100,000 female)",2009,10.0145287166263
"Intentional homicides, male (per 100,000 male)",2009,81.7272599521645
Interest payments (% of expense),2009,11.2313542971615
Interest payments (% of revenue),2009,12.6453234770834
Interest payments (current LCU),2009,4295376770.07
"Interest rate spread (lending rate minus deposit rate, %)",2009,8.27250000000003
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",2009,-1.0
"Internally displaced persons, new displacement associated with disasters (number of cases)",2009,990.0
"Internally displaced persons, total displaced by conflict and violence (number of people)",2009,-1.0
International migrant stock (% of population),2009,-1.0
"International migrant stock, total",2009,-1.0
"International tourism, expenditures (% of total imports)",2009,6.13341204485566
"International tourism, expenditures (current US$)",2009,751000000.0
"International tourism, expenditures for passenger transport items (current US$)",2009,147000000.0
"International tourism, expenditures for travel items (current US$)",2009,604000000.0
"International tourism, number of arrivals",2009,1311000.0
"International tourism, number of departures",2009,651000.0
"International tourism, receipts (% of total exports)",2009,12.889307803375
"International tourism, receipts (current US$)",2009,1086300048.82813
"International tourism, receipts for passenger transport items (current US$)",2009,300000.011920929
"International tourism, receipts for travel items (current US$)",2009,1086000000.0
Investment in energy with private participation (current US$),2009,-1.0
Investment in ICT with private participation (current US$),2009,-1.0
Investment in transport with private participation (current US$),2009,-1.0
Investment in water and sanitation with private participation (current US$),2009,-1.0
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",2009,33.351
"Labor force participation rate for ages 15-24, female (%) (national estimate)",2009,-1.0
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",2009,69.626
"Labor force participation rate for ages 15-24, male (%) (national estimate)",2009,-1.0
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",2009,51.704
"Labor force participation rate for ages 15-24, total (%) (national estimate)",2009,-1.0
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",2009,41.686
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",2009,-1.0
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",2009,43.069
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",2009,80.99
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",2009,-1.0
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",2009,82.206
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",2009,60.906
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",2009,-1.0
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",2009,62.258
Labor force with advanced education (% of total working-age population with advanced education),2009,-1.0
"Labor force with advanced education, female (% of female working-age population with advanced education)",2009,-1.0
"Labor force with advanced education, male (% of male working-age population with advanced education)",2009,-1.0
Labor force with basic education (% of total working-age population with basic education),2009,-1.0
"Labor force with basic education, female (% of female working-age population with basic education)",2009,-1.0
"Labor force with basic education, male (% of male working-age population with basic education)",2009,-1.0
Labor force with intermediate education (% of total working-age population with intermediate education),2009,-1.0
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",2009,-1.0
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",2009,-1.0
"Labor force, female (% of total labor force)",2009,34.9726071831781
"Labor force, total",2009,5145327.0
Labor tax and contributions (% of commercial profits),2009,14.3
Land area (sq. km),2009,107160.0
Land area where elevation is below 5 meters (% of total land area),2009,-1.0
Land under cereal production (hectares),2009,858887.0
"Lead time to export, median case (days)",2009,-1.0
"Lead time to import, median case (days)",2009,-1.0
Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),2009,-1.0
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),2009,-1.0
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),2009,-1.0
Lending interest rate (%),2009,13.8491666666667
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,2009,5.7420970807
"Life expectancy at birth, female (years)",2009,74.127
"Life expectancy at birth, male (years)",2009,67.245
"Life expectancy at birth, total (years)",2009,70.641
Lifetime risk of maternal death (%),2009,0.471651408011713
Lifetime risk of maternal death (1 in: rate varies by country),2009,210.0
Liner shipping connectivity index (maximum value in 2004 = 100),2009,20.1180610471
"Listed domestic companies, total",2009,-1.0
"Literacy rate, adult female (% of females ages 15 and above)",2009,-1.0
"Literacy rate, adult male (% of males ages 15 and above)",2009,-1.0
"Literacy rate, adult total (% of people ages 15 and above)",2009,-1.0
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",2009,-1.0
"Literacy rate, youth female (% of females ages 15-24)",2009,-1.0
"Literacy rate, youth male (% of males ages 15-24)",2009,-1.0
"Literacy rate, youth total (% of people ages 15-24)",2009,-1.0
Livestock production index (2014-2016 = 100),2009,65.17
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),2009,-1.0
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),2009,-1.0
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),2009,-1.0
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),2009,-1.0
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),2009,-1.0
Logistics performance index: Overall (1=low to 5=high),2009,-1.0
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),2009,-1.0
Losses due to theft and vandalism (% of annual sales for affected firms),2009,-1.0
Low-birthweight babies (% of births),2009,14.30019539
"Lower secondary completion rate, female (% of relevant age group)",2009,50.7960205078125
"Lower secondary completion rate, male (% of relevant age group)",2009,53.7660293579102
"Lower secondary completion rate, total (% of relevant age group)",2009,52.2998008728027
Lower secondary school starting age (years),2009,13.0
Machinery and transport equipment (% of value added in manufacturing),2009,-1.0
Male primary school age children out-of-school (%),2009,-1.0
Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,2009,-1.0
"Mammal species, threatened",2009,-1.0
Manufactures exports (% of merchandise exports),2009,43.1023366665871
Manufactures imports (% of merchandise imports),2009,64.4600906506107
"Manufacturing, value added (% of GDP)",2009,18.9536925736932
"Manufacturing, value added (annual % growth)",2009,-0.911601522670011
"Manufacturing, value added (constant 2015 US$)",2009,7304029371.80829
"Manufacturing, value added (constant LCU)",2009,52763571000.0
"Manufacturing, value added (current LCU)",2009,57431034400.0
"Manufacturing, value added (current US$)",2009,7036776006.53307
Marine protected areas (% of territorial waters),2009,-1.0
Market capitalization of listed domestic companies (% of GDP),2009,-1.0
Market capitalization of listed domestic companies (current US$),2009,-1.0
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2009,125.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",2009,83.0
Medium and high-tech exports (% manufactured exports),2009,21.1879009762398
Medium and high-tech manufacturing value added (% manufacturing value added),2009,22.4026445656877
Merchandise exports (current US$),2009,7214000000.0
Merchandise exports by the reporting economy (current US$),2009,7154461823.0
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",2009,0.251122997710914
Merchandise exports to economies in the Arab World (% of total merchandise exports),2009,2.82846991159352
Merchandise exports to high-income economies (% of total merchandise exports),2009,58.4668156108211
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),2009,1.4982763435175
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),2009,0.102311119705307
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),2009,37.8695906418844
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),2009,0.885549557289181
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),2009,0.807937765691534
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),2009,0.118395963380068
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),2009,3.41247074958359
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),2009,37.8695906418844
Merchandise imports (current US$),2009,11531000000.0
Merchandise imports by the reporting economy (current US$),2009,11385717219.0
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",2009,2.85922872260297
Merchandise imports from economies in the Arab World (% of total merchandise imports),2009,0.0927433801217086
Merchandise imports from high-income economies (% of total merchandise imports),2009,58.4904997542606
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),2009,6.28842602734942
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),2009,0.456875934993305
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),2009,30.7899874076435
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),2009,0.0235488107462016
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),2009,0.896571538151777
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),2009,0.194861804252228
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),2009,7.86028411549293
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),2009,30.7899874076435
Merchandise trade (% of GDP),2009,50.4900208510295
Methane emissions (% change from 1990),2009,34.2397522492013
Methane emissions (kt of CO2 equivalent),2009,8246.704759
Methane emissions in energy sector (thousand metric tons of CO2 equivalent),2009,1665.544927
Methodology assessment of statistical capacity (scale 0 - 100),2009,60.0
Military expenditure (% of GDP),2009,0.395326073511874
Military expenditure (% of general government expenditure),2009,2.75252236381523
Military expenditure (current LCU),2009,1203100000.0
Military expenditure (current USD),2009,147410544.062655
Mineral rents (% of GDP),2009,0.45768892679544
Mobile cellular subscriptions,2009,17307459.0
Mobile cellular subscriptions (per 100 people),2009,121.3756936
Monetary Sector credit to private sector (% GDP),2009,25.2568278289112
"Mortality caused by road traffic injury (per 100,000 population)",2009,15.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",2009,16.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",2009,16.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",2009,16.3
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",2009,-1.0
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",2009,-1.0
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",2009,-1.0
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",2009,1.9
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",2009,1.1
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",2009,2.8
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",2009,-1.0
"Mortality rate, adult, female (per 1,000 female adults)",2009,135.227
"Mortality rate, adult, male (per 1,000 male adults)",2009,253.68
"Mortality rate, infant (per 1,000 live births)",2009,29.7
"Mortality rate, infant, female (per 1,000 live births)",2009,26.4
"Mortality rate, infant, male (per 1,000 live births)",2009,32.9
"Mortality rate, neonatal (per 1,000 live births)",2009,16.8
"Mortality rate, under-5 (per 1,000 live births)",2009,36.3
"Mortality rate, under-5, female (per 1,000 live births)",2009,32.7
"Mortality rate, under-5, male (per 1,000 live births)",2009,39.7
Multidimensional poverty headcount ratio (% of total population),2009,-1.0
"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",2009,-1.0
"Multidimensional poverty headcount ratio, female (% of female population)",2009,-1.0
"Multidimensional poverty headcount ratio, household (% of total households)",2009,-1.0
"Multidimensional poverty headcount ratio, male (% of male population)",2009,-1.0
Multidimensional poverty index (scale 0-1),2009,-1.0
"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",2009,-1.0
Multidimensional poverty intensity (average share of deprivations experienced by the poor),2009,-1.0
Multilateral debt service (% of public and publicly guaranteed debt service),2009,74.8769432986329
"Multilateral debt service (TDS, current US$)",2009,394781635.6
Natural gas rents (% of GDP),2009,0.0
Net acquisition of financial assets (% of GDP),2009,-0.38799020683347
Net acquisition of financial assets (current LCU),2009,-1175637877.89
Net barter terms of trade index (2015 = 100),2009,106.4907348119
"Net bilateral aid flows from DAC donors, Australia (current US$)",2009,-1.0
"Net bilateral aid flows from DAC donors, Austria (current US$)",2009,6659999.84741211
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2009,5199999.80926514
"Net bilateral aid flows from DAC donors, Canada (current US$)",2009,7079999.92370605
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",2009,50000.0007450581
"Net bilateral aid flows from DAC donors, Denmark (current US$)",2009,1519999.98092651
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2009,27950000.7629395
"Net bilateral aid flows from DAC donors, Finland (current US$)",2009,500000.0
"Net bilateral aid flows from DAC donors, France (current US$)",2009,2869999.88555908
"Net bilateral aid flows from DAC donors, Germany (current US$)",2009,16129999.1607666
"Net bilateral aid flows from DAC donors, Greece (current US$)",2009,70000.0002980232
"Net bilateral aid flows from DAC donors, Hungary (current US$)",2009,-1.0
"Net bilateral aid flows from DAC donors, Iceland (current US$)",2009,-1.0
"Net bilateral aid flows from DAC donors, Ireland (current US$)",2009,1610000.01430511
"Net bilateral aid flows from DAC donors, Italy (current US$)",2009,5869999.88555908
"Net bilateral aid flows from DAC donors, Japan (current US$)",2009,25969999.3133545
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",2009,3950000.04768372
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",2009,490000.009536743
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",2009,28350000.3814697
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",2009,79999.9982118607
"Net bilateral aid flows from DAC donors, Norway (current US$)",2009,7710000.03814697
"Net bilateral aid flows from DAC donors, Poland (current US$)",2009,9999.99977648258
"Net bilateral aid flows from DAC donors, Portugal (current US$)",2009,-1.0
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",2009,-1.0
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",2009,-1.0
"Net bilateral aid flows from DAC donors, Spain (current US$)",2009,113430000.305176
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2009,26270000.4577637
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2009,3000000.0
"Net bilateral aid flows from DAC donors, Total (current US$)",2009,369379999.240861
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",2009,720000.028610229
"Net bilateral aid flows from DAC donors, United States (current US$)",2009,83889999.3896484
"Net capital account (BoP, current US$)",2009,2427780.0
Net domestic credit (current LCU),2009,120811473640.726
"Net errors and omissions (BoP, current US$)",2009,-303523820.000001
"Net financial account (BoP, current US$)",2009,-228833150.0
"Net financial flows, bilateral (NFL, current US$)",2009,-10793568.5
"Net financial flows, IBRD (NFL, current US$)",2009,306296000.0
"Net financial flows, IDA (NFL, current US$)",2009,-1.0
"Net financial flows, IMF concessional (NFL, current US$)",2009,-1.0
"Net financial flows, IMF nonconcessional (NFL, current US$)",2009,-1.0
"Net financial flows, multilateral (NFL, current US$)",2009,548265000.0
"Net financial flows, others (NFL, current US$)",2009,-5352071.3
"Net financial flows, RDB concessional (NFL, current US$)",2009,-8215000.0
"Net financial flows, RDB nonconcessional (NFL, current US$)",2009,255536000.0
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",2009,-682062000.0
Net foreign assets (current LCU),2009,42199112448.6022
"Net incurrence of liabilities, total (% of GDP)",2009,2.80709047049693
"Net incurrence of liabilities, total (current LCU)",2009,8505683457.1
Net intake rate in grade 1 (% of official school-age population),2009,71.53278
"Net intake rate in grade 1, female (% of official school-age population)",2009,71.36793
"Net intake rate in grade 1, male (% of official school-age population)",2009,71.69086
Net investment in nonfinancial assets (% of GDP),2009,1.78379220646713
Net investment in nonfinancial assets (current LCU),2009,5405017052.68
Net lending (+) / net borrowing (-) (% of GDP),2009,-3.19511491728707
Net lending (+) / net borrowing (-) (current LCU),2009,-9681425084.4901
Net migration,2009,-43051.0
Net ODA provided to the least developed countries (% of GNI),2009,-1.0
"Net ODA provided, to the least developed countries (current US$)",2009,-1.0
"Net ODA provided, total (% of GNI)",2009,-1.0
"Net ODA provided, total (constant 2020 US$)",2009,-1.0
"Net ODA provided, total (current US$)",2009,-1.0
Net ODA received (% of central government expense),2009,8.12132537663082
Net ODA received (% of GNI),2009,1.04558503420286
Net ODA received (% of gross capital formation),2009,7.72651332649041
"Net ODA received (% of imports of goods, services and primary income)",2009,2.84452767804637
Net ODA received per capita (current US$),2009,27.1824880632759
Net official aid received (constant 2020 US$),2009,-1.0
Net official aid received (current US$),2009,-1.0
Net official development assistance and official aid received (constant 2020 US$),2009,374260009.765625
Net official development assistance and official aid received (current US$),2009,380559997.558594
Net official development assistance received (constant 2020 US$),2009,374260009.765625
Net official development assistance received (current US$),2009,380559997.558594
"Net official flows from UN agencies, FAO (current US$)",2009,-1.0
"Net official flows from UN agencies, IAEA (current US$)",2009,219999.998807907
"Net official flows from UN agencies, IFAD (current US$)",2009,-1429999.94754791
"Net official flows from UN agencies, ILO (current US$)",2009,-1.0
"Net official flows from UN agencies, UNAIDS (current US$)",2009,589999.973773956
"Net official flows from UN agencies, UNDP (current US$)",2009,920000.016689301
"Net official flows from UN agencies, UNECE (current US$)",2009,-1.0
"Net official flows from UN agencies, UNEP (current US$)",2009,-1.0
"Net official flows from UN agencies, UNFPA (current US$)",2009,1289999.96185303
"Net official flows from UN agencies, UNHCR (current US$)",2009,-1.0
"Net official flows from UN agencies, UNICEF (current US$)",2009,839999.973773956
"Net official flows from UN agencies, UNIDIR (current US$)",2009,-1.0
"Net official flows from UN agencies, UNPBF (current US$)",2009,-1.0
"Net official flows from UN agencies, UNRWA (current US$)",2009,-1.0
"Net official flows from UN agencies, UNTA (current US$)",2009,-1.0
"Net official flows from UN agencies, UNWTO (current US$)",2009,-1.0
